word1,word2
peel,peal
sees,seas
con,khan
stater,stator
awk,auk
Wayne,wane
perish,pearish
fane,feign
pyknic,picnic
erk,irk
nap,nape
tales,tails
nape,knap
weir,wear
bussed,bust
phew,pew
road,rode
faille,file
axe,ax
tutor,tooter
heal,he'll
I,ai
t,ti
pear,pare
toed,towed
clique,click
glair,glare
pix,picks
caret,carat
taper,tapir
cypress,Cyprus
air,err
band,banned
cops,copse
reed,read
stationary,stationery
chalk,chock
see,c
obedients,obedience
accepter,acceptor
road,rowed
villus,villous
merry,marry
conch,conk
high,heigh
cees,sees
faery,fairy
lase,leis
meed,mead
gym,Jim
beys,bays
merry,Mary
tee,t
bred,bread
rax,racks
gammon,gamin
Letts,lets
lieu,Lew
col,caul
pawed,pod
patience,patients
sighting,citing
carat,karat
mane,main
bawled,bald
awled,auld
lessor,lesser
rite,wright
boar,Boer
Unix,eunuchs
noes,knows
Delhi,deli
gest,jest
Phil,fill
tease,tees
divisor,deviser
air,ere
u's,ewes
whys,wyes
planer,plainer
born,bourn
dissidence,dissidents
remittance,remittants
road,rowed
ti,tea
paced,paste
pearl,purl
Wacs,wax
birth,berth
gally,galley
yokes,yolks
peak,peek
wen,when
psammite,samite
wax,whacks
nay,nee
waist,waste
permanents,permanence
o'er,ore
rapt,wrapped
carpal,carpel
stayed,staid
whorl,whirl
pare,pear
mur,myrrh
fort,forte
fort,forte
rout,route
lapse,laps
hold,holed
froe,fro
yews,u's
throes,throws
adze,ads
y's,wise
with,withe
pa,pah
prase,preys
birr,bur
boar,bore
ringer,wringer
devisor,divisor
weaner,wiener
poled,polled
moo,moue
Kay,quai
idol,idle
baiting,bating
berry,bury
castor,caster
pistil,pistol
Hyde,hied
prays,prase
manor,manner
needed,kneaded
sick,sic
Russell,rustle
fat,phat
seed,cede
to,two
wherry,wary
vail,veil
oh,o
rise,ryse
sod,sawed
gnar,knar
prior,prier
karat,carrot
reseeded,receded
councillor,councilor
kraal,crawl
sighed,side
quean,queen
eh,a
seeder,cedar
hows,house
days,daze
gambol,gamble
dor,door
impassable,impassible
cheque,check
weak,week
nape,knap
wale,wail
lea,lee
gourde,gourd
bailer,baler
gel,jell
base,bass
cole,kohl
filter,philtre
ceiling,sealing
ruff,rough
liar,lier
peddle,pedal
while,wile
nobs,knobs
scenter,center
cites,sights
sacks,sax
nonexistents,nonexistence
ay,i
packed,pact
bi,by
gassed,gast
or,oar
Rome,roam
you're,your
h,aitch
burg,berg
trey,tray
fawned,fond
word,whirred
ewe,you
brood,brewed
aide,ade
pilot,Pilate
gild,gilled
kor,corps
hoop,whoop
writes,rites
pride,pried
florescence,florescents
leech,leach
ad,add
fisher,fissure
lone,loan
cowered,coward
immanent,imminent
i,eye
shays,chaise
furore,furor
wale,wail
wade,weighed
seem,seam
sweets,suites
awed,odd
pend,penned
forward,foreward
alter,altar
repeel,repeal
caddy,caddie
prose,pros
incidents,incidence
owed,ode
are,ere
stake,steak
succulence,succulents
aural,oral
yews,use
bald,bawled
whose,who's
minks,minx
flesh,fleche
dowse,douse
cession,session
quince,quints
cocks,Cox
boll,bole
roos,rues
sennet,senate
reviews,revues
bell,belle
reading,reeding
precision,precisian
pearish,parish
devil,devle
overseas,oversees
tooters,tutors
mints,mince
cherry,chary
brie,bree
fuhrer,furore
auntie,anti-
serial,cereal
corse,coarse
sense,cents
auger,augur
loot,lute
birth,berth
heigh,hi
hail,hale
rouse,rows
fore,for
check,cheque
gale,Gail
faro,pharaoh
coax,cokes
bored,board
mussels,muscles
sell,cell
Paul,pawl
missal,missile
frees,freeze
row,rho
lo,low
nun,none
belligerents,belligerence
wreak,reek
better,bettor
bey,bay
valance,valence
eyrie,airy
ha-ha,ha ha
past,passed
